Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Month,Date,Season,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,10,Oct 1 2017,Autumn,138325,0,0,5,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,11,Nov 1 2017,Autumn,72867,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,12,Dec 1 2017,Winter,44325,202,161,1,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,1,Jan 1 2018,Winter,31810,230,257,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,2,Feb 1 2018,Winter,40325,732,602,6,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,3,Mar 1 2018,Spring,134951,559,408,40,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,4,Apr 1 2018,Spring,167156,1631,2219,40,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,5,May 1 2018,Spring,215255,1720,2271,90,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,6,Jun 1 2018,Summer,214443,2562,1631,32,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,7,Jul 1 2018,Summer,205493,2244,1801,23,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,8,Aug 1 2018,Summer,183840,2060,1431,47,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,9,Sep 1 2018,Autumn,206254,1334,1253,28,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,10,Oct 1 2018,Autumn,147996,2618,2165,33,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,11,Nov 1 2018,Autumn,74155,2006,1903,25,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2018,12,Dec 1 2018,Winter,41879,242,216,4,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,1,Jan 1 2019,Winter,21499,48,55,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,2,Feb 1 2019,Winter,30239,0,0,2,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,3,Mar 1 2019,Spring,132191,578,451,64,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,4,Apr 1 2019,Spring,168788,1612,2130,46,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,5,May 1 2019,Spring,217474,1720,2271,64,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,6,Jun 1 2019,Summer,225206,2754,1828,59,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,7,Jul 1 2019,Summer,208993,2916,1855,23,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,8,Aug 1 2019,Summer,184890,2025,1704,47,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,9,Sep 1 2019,Autumn,207857,2128,1650,28,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,10,Oct 1 2019,Autumn,149764,2340,2371,45,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,11,Nov 1 2019,Autumn,73420,1121,1745,25,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2019,12,Dec 1 2019,Winter,39381,281,230,2,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,1,Jan 1 2020,Winter,28462,48,142,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,2,Feb 1 2020,Winter,42416,641,444,6,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,3,Mar 1 2020,Spring,81623,597,726,28,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,4,Apr 1 2020,Spring,0,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,5,May 1 2020,Spring,13832,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,6,Jun 1 2020,Summer,163699,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,7,Jul 1 2020,Summer,193824,1058,770,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,8,Aug 1 2020,Summer,164539,2068,1874,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,9,Sep 1 2020,Autumn,203866,2740,2406,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,10,Oct 1 2020,Autumn,177864,1896,2294,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,11,Nov 1 2020,Autumn,103916,1142,1771,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2020,12,Dec 1 2020,Winter,64042,192,194,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,1,Jan 1 2021,Winter,48725,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,2,Feb 1 2021,Winter,53986,0,0,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,3,Mar 1 2021,Spring,151077,664,518,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,4,Apr 1 2021,Spring,193914,1863,2465,38,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,5,May 1 2021,Spring,225789,1493,1458,60,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,6,Jun 1 2021,Summer,238499,1636,1461,56,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,7,Jul 1 2021,Summer,211928,1536,1293,20,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,8,Aug 1 2021,Summer,167686,2279,1779,33,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,9,Sep 1 2021,Autumn,193002,1415,2120,37,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,10,Oct 1 2021,Autumn,169983,1166,2081,42,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,11,Nov 1 2021,Autumn,98362,1159,1661,26,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2021,12,Dec 1 2021,Winter,53914,535,458,0,38.68,-109.57
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,1,Jan 1 2012,Winter,9660,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,2,Feb 1 2012,Winter,10908,0,0,4,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,3,Mar 1 2012,Spring,22784,57,0,41,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,4,Apr 1 2012,Spring,31658,110,46,101,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,5,May 1 2012,Spring,72568,57,8,107,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,6,Jun 1 2012,Summer,162676,369,87,238,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,7,Jul 1 2012,Summer,209064,638,68,141,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,8,Aug 1 2012,Summer,189830,536,95,163,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,9,Sep 1 2012,Autumn,103606,312,42,121,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,10,Oct 1 2012,Autumn,40449,80,4,54,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,11,Nov 1 2012,Autumn,17791,0,0,2,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2012,12,Dec 1 2012,Winter,12412,23,0,7,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,1,Jan 1 2013,Winter,11882,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,2,Feb 1 2013,Winter,11033,27,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,3,Mar 1 2013,Spring,18258,68,46,16,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,4,Apr 1 2013,Spring,20750,65,57,28,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,5,May 1 2013,Spring,65043,825,247,38,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,6,Jun 1 2013,Summer,177507,1938,342,542,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,7,Jul 1 2013,Summer,225096,2937,327,298,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,8,Aug 1 2013,Summer,208579,1596,456,294,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,9,Sep 1 2013,Autumn,104029,1482,456,163,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,10,Oct 1 2013,Autumn,25530,213,38,43,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,11,Nov 1 2013,Autumn,16663,148,91,7,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2013,12,Dec 1 2013,Winter,8002,19,11,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,1,Jan 1 2014,Winter,9548,11,8,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,2,Feb 1 2014,Winter,8671,19,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,3,Mar 1 2014,Spring,15898,38,0,29,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,4,Apr 1 2014,Spring,25054,95,53,60,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,5,May 1 2014,Spring,63131,779,194,336,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,6,Jun 1 2014,Summer,168011,1596,714,316,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,7,Jul 1 2014,Summer,210370,1972,589,181,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,8,Aug 1 2014,Summer,208807,1805,627,245,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,9,Sep 1 2014,Autumn,96882,950,304,113,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,10,Oct 1 2014,Autumn,36929,1235,186,110,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,11,Nov 1 2014,Autumn,13973,122,46,24,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2014,12,Dec 1 2014,Winter,10820,0,19,5,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,1,Jan 1 2015,Winter,10414,0,11,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,2,Feb 1 2015,Winter,10942,11,8,8,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,3,Mar 1 2015,Spring,21924,0,0,89,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,4,Apr 1 2015,Spring,27193,30,46,123,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,5,May 1 2015,Spring,68239,338,80,168,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,6,Jun 1 2015,Summer,191593,790,220,278,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,7,Jul 1 2015,Summer,245400,1417,42,211,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,8,Aug 1 2015,Summer,231866,1288,198,233,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,9,Sep 1 2015,Autumn,117724,483,129,186,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,10,Oct 1 2015,Autumn,34498,190,76,95,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,11,Nov 1 2015,Autumn,16771,80,46,30,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2015,12,Dec 1 2015,Winter,12790,0,0,24,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,1,Jan 1 2016,Winter,10826,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,2,Feb 1 2016,Winter,10921,30,0,14,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,3,Mar 1 2016,Spring,20501,350,30,51,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,4,Apr 1 2016,Spring,22812,255,34,55,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,5,May 1 2016,Spring,78863,840,42,143,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,6,Jun 1 2016,Summer,196209,1706,251,192,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,7,Jul 1 2016,Summer,249194,1607,228,169,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,8,Aug 1 2016,Summer,217071,1550,334,353,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,9,Sep 1 2016,Autumn,129350,939,475,326,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,10,Oct 1 2016,Autumn,33380,475,106,93,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,11,Nov 1 2016,Autumn,17970,182,0,14,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2016,12,Dec 1 2016,Winter,9166,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,1,Jan 1 2017,Winter,10380,6,0,4,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,2,Feb 1 2017,Winter,11149,5,0,7,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,3,Mar 1 2017,Spring,21498,25,0,89,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,4,Apr 1 2017,Spring,23166,73,53,242,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,5,May 1 2017,Spring,85967,704,162,386,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,6,Jun 1 2017,Summer,213966,1749,170,439,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,7,Jul 1 2017,Summer,263506,1039,158,285,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,8,Aug 1 2017,Summer,237125,767,177,738,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,9,Sep 1 2017,Autumn,127598,380,96,112,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,10,Oct 1 2017,Autumn,33426,155,35,85,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,11,Nov 1 2017,Autumn,16807,23,7,38,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2017,12,Dec 1 2017,Winter,9737,4,1,8,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,1,Jan 1 2018,Winter,10610,2,4,5,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,2,Feb 1 2018,Winter,9456,4,0,7,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,3,Mar 1 2018,Spring,16616,29,4,129,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,4,Apr 1 2018,Spring,21343,42,31,120,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,5,May 1 2018,Spring,84527,358,139,527,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,6,Jun 1 2018,Summer,208645,516,158,470,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,7,Jul 1 2018,Summer,263863,818,161,652,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,8,Aug 1 2018,Summer,217350,603,101,526,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,9,Sep 1 2018,Autumn,116826,411,148,338,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,10,Oct 1 2018,Autumn,33527,133,30,141,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,11,Nov 1 2018,Autumn,16442,4,2,6,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2018,12,Dec 1 2018,Winter,9737,0,0,5,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,1,Jan 1 2019,Winter,8981,0,0,2,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,2,Feb 1 2019,Winter,8059,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,3,Mar 1 2019,Spring,16517,7,2,2,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,4,Apr 1 2019,Spring,25083,56,12,66,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,5,May 1 2019,Spring,71885,277,77,408,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,6,Jun 1 2019,Summer,201516,755,166,580,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,7,Jul 1 2019,Summer,250898,868,221,510,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,8,Aug 1 2019,Summer,207743,1014,181,456,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,9,Sep 1 2019,Autumn,118262,398,196,328,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,10,Oct 1 2019,Autumn,37727,107,67,129,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,11,Nov 1 2019,Autumn,15450,5,7,5,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2019,12,Dec 1 2019,Winter,8877,3,1,7,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,1,Jan 1 2020,Winter,10145,0,0,1,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,2,Feb 1 2020,Winter,9979,3,1,17,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,3,Mar 1 2020,Spring,17183,37,3,84,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,4,Apr 1 2020,Spring,17290,71,17,142,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,5,May 1 2020,Spring,55637,395,49,606,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,6,Jun 1 2020,Summer,167784,773,122,766,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,7,Jul 1 2020,Summer,238875,766,122,906,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,8,Aug 1 2020,Summer,220523,771,99,830,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,9,Sep 1 2020,Autumn,109186,687,147,797,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,10,Oct 1 2020,Autumn,40508,167,107,291,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,11,Nov 1 2020,Autumn,18926,59,19,62,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2020,12,Dec 1 2020,Winter,10896,10,4,12,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2021,1,Jan 1 2021,Winter,14899,12,2,11,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2021,2,Feb 1 2021,Winter,11350,4,0,5,43.75,-102.5
Badlands NP,Badlands National Park,Badlands,BADL,National Park,Midwest,SD,2021,3,Mar 1 2021,Spring,28182,25,17,103,43.75,-102.5
